transaction_id,customer_id,date,type,category,amount,merchant,location,payment_method
PS001-202603-024,PS001,2026-03-27,debit,Transport,376.99,Metro / fuel,Ahmedabad,UPI
PS001-202603-025,PS001,2026-03-30,debit,Transport,406.65,Metro / fuel,Ahmedabad,UPI
PS001-202603-026,PS001,2026-03-03,debit,Bills,1214.55,Electricity / mobile,Ahmedabad,UPI
PS001-202603-027,PS001,2026-03-17,debit,Bills,1125.77,Electricity / mobile,Ahmedabad,UPI
PS001-202603-028,PS001,2026-03-30,debit,Bills,1191.68,Electricity / mobile,Ahmedabad,UPI
PS001-202603-029,PS001,2026-03-02,debit,Rent,10951,Monthly rent,Ahmedabad,NEFT
PS001-202603-030,PS001,2026-03-03,debit,Education,883,Learning centre,Ahmedabad,UPI
PS001-202603-031,PS001,2026-03-02,debit,Healthcare,883,Pharmacy,Ahmedabad,UPI
PS001-202603-032,PS001,2026-03-02,debit,Entertainment,627.88,Cinema / streaming,Ahmedabad,UPI
PS001-202603-033,PS001,2026-03-17,debit,Entertainment,473.08,Cinema / streaming,Ahmedabad,UPI
PS001-202603-034,PS001,2026-03-31,debit,Entertainment,489.04,Cinema / streaming,Ahmedabad,UPI
PS001-202603-035,PS001,2026-03-03,debit,Investment,2120,Recurring investment,Ahmedabad,UPI
PS001-202603-036,PS001,2026-03-02,debit,UPI Transfer,651.83,Household transfer,Ahmedabad,UPI
PS001-202603-037,PS001,2026-03-30,debit,UPI Transfer,938.17,Household transfer,Ahmedabad,UPI
PS001-202603-038,PS001,2026-03-03,debit,Other,287.36,Everyday purchase,Ahmedabad,UPI
PS001-202603-039,PS001,2026-03-30,debit,Other,418.64,Everyday purchase,Ahmedabad,UPI
PS001-202603-040,PS001,2026-03-05,debit,EMI,12000,Scheduled loan EMI,Ahmedabad,Auto debit
PS001-202604-001,PS001,2026-04-01,credit,Salary,75000,Monthly salary,Ahmedabad,NEFT
PS001-202604-002,PS001,2026-04-02,debit,Food,411.72,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-003,PS001,2026-04-04,debit,Food,357.51,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-004,PS001,2026-04-06,debit,Food,459.02,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-005,PS001,2026-04-10,debit,Food,535.83,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-006,PS001,2026-04-11,debit,Food,515.26,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-007,PS001,2026-04-14,debit,Food,483.25,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-008,PS001,2026-04-17,debit,Food,485.01,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-009,PS001,2026-04-19,debit,Food,372.25,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-010,PS001,2026-04-22,debit,Food,543.13,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-011,PS001,2026-04-24,debit,Food,510.81,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-012,PS001,2026-04-27,debit,Food,585.02,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-013,PS001,2026-04-29,debit,Food,581.19,Swiggy / local groceries,Ahmedabad,UPI
PS001-202604-014,PS001,2026-04-02,debit,Shopping,947.8,Amazon / local retail,Ahmedabad,UPI
PS001-202604-015,PS001,2026-04-11,debit,Shopping,981.9,Amazon / local retail,Ahmedabad,UPI
PS001-202604-016,PS001,2026-04-21,debit,Shopping,839.42,Amazon / local retail,Ahmedabad,UPI
PS001-202604-017,PS001,2026-04-30,debit,Shopping,1352.88,Amazon / local retail,Ahmedabad,UPI
PS001-202604-018,PS001,2026-04-03,debit,Transport,419.98,Metro / fuel,Ahmedabad,UPI
PS001-202604-019,PS001,2026-04-06,debit,Transport,404.82,Metro / fuel,Ahmedabad,UPI
PS001-202604-020,PS001,2026-04-10,debit,Transport,307.28,Metro / fuel,Ahmedabad,UPI
PS001-202604-021,PS001,2026-04-14,debit,Transport,300.97,Metro / fuel,Ahmedabad,UPI
PS001-202604-022,PS001,2026-04-17,debit,Transport,329.13,Metro / fuel,Ahmedabad,UPI
PS001-202604-023,PS001,2026-04-22,debit,Transport,290.04,Metro / fuel,Ahmedabad,UPI
PS001-202604-024,PS001,2026-04-26,debit,Transport,351.44,Metro / fuel,Ahmedabad,UPI
PS001-202604-025,PS001,2026-04-29,debit,Transport,344.34,Metro / fuel,Ahmedabad,UPI
PS001-202604-026,PS001,2026-04-02,debit,Bills,1231.3,Electricity / mobile,Ahmedabad,UPI
PS001-202604-027,PS001,2026-04-15,debit,Bills,1059.57,Electricity / mobile,Ahmedabad,UPI
PS001-202604-028,PS001,2026-04-30,debit,Bills,1144.13,Electricity / mobile,Ahmedabad,UPI
PS001-202604-029,PS001,2026-04-02,debit,Rent,10648,Monthly rent,Ahmedabad,NEFT
PS001-202604-030,PS001,2026-04-02,debit,Education,859,Learning centre,Ahmedabad,UPI
PS001-202604-031,PS001,2026-04-02,debit,Healthcare,859,Pharmacy,Ahmedabad,UPI
PS001-202604-032,PS001,2026-04-02,debit,Entertainment,573.24,Cinema / streaming,Ahmedabad,UPI
PS001-202604-033,PS001,2026-04-15,debit,Entertainment,540.26,Cinema / streaming,Ahmedabad,UPI
PS001-202604-034,PS001,2026-04-30,debit,Entertainment,432.5,Cinema / streaming,Ahmedabad,UPI
PS001-202604-035,PS001,2026-04-02,debit,Investment,2061,Recurring investment,Ahmedabad,UPI
PS001-202604-036,PS001,2026-04-02,debit,UPI Transfer,853.55,Household transfer,Ahmedabad,UPI
PS001-202604-037,PS001,2026-04-30,debit,UPI Transfer,692.45,Household transfer,Ahmedabad,UPI
PS001-202604-038,PS001,2026-04-03,debit,Other,381.55,Everyday purchase,Ahmedabad,UPI
PS001-202604-039,PS001,2026-04-30,debit,Other,305.45,Everyday purchase,Ahmedabad,UPI
PS001-202604-040,PS001,2026-04-05,debit,EMI,12000,Scheduled loan EMI,Ahmedabad,Auto debit
PS001-202605-001,PS001,2026-05-01,credit,Salary,75000,Monthly salary,Ahmedabad,NEFT
PS001-202605-002,PS001,2026-05-02,debit,Food,428.87,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-003,PS001,2026-05-04,debit,Food,566.54,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-004,PS001,2026-05-08,debit,Food,344.0,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-005,PS001,2026-05-10,debit,Food,571.84,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-006,PS001,2026-05-13,debit,Food,452.89,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-007,PS001,2026-05-14,debit,Food,566.76,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-008,PS001,2026-05-18,debit,Food,450.14,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-009,PS001,2026-05-19,debit,Food,403.18,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-010,PS001,2026-05-23,debit,Food,391.5,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-011,PS001,2026-05-25,debit,Food,587.66,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-012,PS001,2026-05-27,debit,Food,478.01,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-013,PS001,2026-05-30,debit,Food,432.61,Swiggy / local groceries,Ahmedabad,UPI
PS001-202605-014,PS001,2026-05-02,debit,Shopping,1113.24,Amazon / local retail,Ahmedabad,UPI
PS001-202605-015,PS001,2026-05-12,debit,Shopping,939.47,Amazon / local retail,Ahmedabad,UPI
PS001-202605-016,PS001,2026-05-20,debit,Shopping,933.96,Amazon / local retail,Ahmedabad,UPI
PS001-202605-017,PS001,2026-05-30,debit,Shopping,1018.33,Amazon / local retail,Ahmedabad,UPI
PS001-202605-018,PS001,2026-05-03,debit,Transport,242.69,Metro / fuel,Ahmedabad,UPI
PS001-202605-019,PS001,2026-05-07,debit,Transport,344.58,Metro / fuel,Ahmedabad,UPI
PS001-202605-020,PS001,2026-05-11,debit,Transport,425.07,Metro / fuel,Ahmedabad,UPI
PS001-202605-021,PS001,2026-05-15,debit,Transport,369.39,Metro / fuel,Ahmedabad,UPI
PS001-202605-022,PS001,2026-05-18,debit,Transport,251.1,Metro / fuel,Ahmedabad,UPI
PS001-202605-023,PS001,2026-05-23,debit,Transport,301.88,Metro / fuel,Ahmedabad,UPI
PS001-202605-024,PS001,2026-05-27,debit,Transport,393.01,Metro / fuel,Ahmedabad,UPI
PS001-202605-025,PS001,2026-05-31,debit,Transport,342.28,Metro / fuel,Ahmedabad,UPI
PS001-202605-026,PS001,2026-05-02,debit,Bills,1284.06,Electricity / mobile,Ahmedabad,UPI
PS001-202605-027,PS001,2026-05-17,debit,Bills,1152.09,Electricity / mobile,Ahmedabad,UPI
PS001-202605-028,PS001,2026-05-30,debit,Bills,901.85,Electricity / mobile,Ahmedabad,UPI
PS001-202605-029,PS001,2026-05-02,debit,Rent,10346,Monthly rent,Ahmedabad,NEFT
PS001-202605-030,PS001,2026-05-02,debit,Education,834,Learning centre,Ahmedabad,UPI
PS001-202605-031,PS001,2026-05-03,debit,Healthcare,834,Pharmacy,Ahmedabad,UPI
PS001-202605-032,PS001,2026-05-03,debit,Entertainment,567.63,Cinema / streaming,Ahmedabad,UPI
PS001-202605-033,PS001,2026-05-16,debit,Entertainment,560.25,Cinema / streaming,Ahmedabad,UPI
PS001-202605-034,PS001,2026-05-30,debit,Entertainment,374.12,Cinema / streaming,Ahmedabad,UPI
PS001-202605-035,PS001,2026-05-02,debit,Investment,2002,Recurring investment,Ahmedabad,UPI
PS001-202605-036,PS001,2026-05-02,debit,UPI Transfer,929.14,Household transfer,Ahmedabad,UPI
PS001-202605-037,PS001,2026-05-30,debit,UPI Transfer,572.86,Household transfer,Ahmedabad,UPI
PS001-202605-038,PS001,2026-05-02,debit,Other,330.67,Everyday purchase,Ahmedabad,UPI
PS001-202605-039,PS001,2026-05-30,debit,Other,337.33,Everyday purchase,Ahmedabad,UPI
PS001-202605-040,PS001,2026-05-05,debit,EMI,12000,Scheduled loan EMI,Ahmedabad,Auto debit
PS001-202606-001,PS001,2026-06-01,credit,Salary,75000,Monthly salary,Ahmedabad,NEFT
PS001-202606-002,PS001,2026-06-03,debit,Food,339.08,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-003,PS001,2026-06-05,debit,Food,536.59,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-004,PS001,2026-06-06,debit,Food,397.64,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-005,PS001,2026-06-10,debit,Food,496.71,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-006,PS001,2026-06-12,debit,Food,449.77,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-007,PS001,2026-06-14,debit,Food,533.41,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-008,PS001,2026-06-17,debit,Food,403.19,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-009,PS001,2026-06-19,debit,Food,589.95,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-010,PS001,2026-06-21,debit,Food,403.47,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-011,PS001,2026-06-24,debit,Food,422.08,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-012,PS001,2026-06-26,debit,Food,470.18,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-013,PS001,2026-06-29,debit,Food,465.93,Swiggy / local groceries,Ahmedabad,UPI
PS001-202606-014,PS001,2026-06-03,debit,Shopping,1069.52,Amazon / local retail,Ahmedabad,UPI
PS001-202606-015,PS001,2026-06-12,debit,Shopping,844.94,Amazon / local retail,Ahmedabad,UPI
PS001-202606-016,PS001,2026-06-20,debit,Shopping,1055.4,Amazon / local retail,Ahmedabad,UPI
PS001-202606-017,PS001,2026-06-29,debit,Shopping,918.14,Amazon / local retail,Ahmedabad,UPI
PS001-202606-018,PS001,2026-06-02,debit,Transport,378.91,Metro / fuel,Ahmedabad,UPI
PS001-202606-019,PS001,2026-06-06,debit,Transport,343.39,Metro / fuel,Ahmedabad,UPI
PS001-202606-020,PS001,2026-06-10,debit,Transport,317.8,Metro / fuel,Ahmedabad,UPI
PS001-202606-021,PS001,2026-06-13,debit,Transport,330.96,Metro / fuel,Ahmedabad,UPI
PS001-202606-022,PS001,2026-06-18,debit,Transport,353.95,Metro / fuel,Ahmedabad,UPI
PS001-202606-023,PS001,2026-06-21,debit,Transport,234.9,Metro / fuel,Ahmedabad,UPI
PS001-202606-024,PS001,2026-06-26,debit,Transport,271.46,Metro / fuel,Ahmedabad,UPI
PS001-202606-025,PS001,2026-06-30,debit,Transport,360.63,Metro / fuel,Ahmedabad,UPI
PS001-202606-026,PS001,2026-06-03,debit,Bills,1013.43,Electricity / mobile,Ahmedabad,UPI
PS001-202606-027,PS001,2026-06-16,debit,Bills,1044.92,Electricity / mobile,Ahmedabad,UPI
